Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
15214,CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,Cc1ccccc1,462.0,605.0,,0.09,,,,,,284.31404,https://doi.org/10.1016/j.jphotochem.2014.02.013
15215,CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,C1COCCO1,448.0,633.0,,0.02,,,,,,284.31404,https://doi.org/10.1016/j.jphotochem.2014.02.013
15219,CN(C)c1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,CCCCCCC,443.0,523.0,,0.1,,,,,,310.35192,https://doi.org/10.1016/j.jphotochem.2014.02.013
15220,CN(C)c1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,C1CCCCC1,449.0,530.0,,0.13,,,,,,310.35192,https://doi.org/10.1016/j.jphotochem.2014.02.013
15221,CN(C)c1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,Cc1ccccc1,463.0,609.0,,0.11,,,,,,310.35192,https://doi.org/10.1016/j.jphotochem.2014.02.013
15222,CN(C)c1ccc(/C=C/C=C/c2ccc([N+](=O)[O-])c(O)c2)cc1,C1COCCO1,448.0,634.0,,0.03,,,,,,310.35192,https://doi.org/10.1016/j.jphotochem.2014.02.013
15226,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,CCCCCCC,392.0,503.0,,0.29,,,,,,696.9694,https://doi.org/10.1016/j.jphotochem.2014.02.013
15227,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,C1CCCCC1,396.0,503.0,,0.29,,,,,,696.9694,https://doi.org/10.1016/j.jphotochem.2014.02.013
15228,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,Cc1ccccc1,405.0,554.0,,0.18,,,,,,696.9694,https://doi.org/10.1016/j.jphotochem.2014.02.013
15229,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,C1COCCO1,400.0,573.0,,0.09,,,,,,696.9694,https://doi.org/10.1016/j.jphotochem.2014.02.013
15233,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,CCCCCCC,433.0,502.0,,0.28,,,,,,723.00728,https://doi.org/10.1016/j.jphotochem.2014.02.013
15234,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,C1CCCCC1,434.0,505.0,,0.29,,,,,,723.00728,https://doi.org/10.1016/j.jphotochem.2014.02.013
15235,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,Cc1ccccc1,453.0,595.0,,0.17,,,,,,723.00728,https://doi.org/10.1016/j.jphotochem.2014.02.013
15236,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)Oc5cc(/C=C/C=C/c6ccc(N(C)C)cc6)ccc5[N+](=O)[O-])CC[C@]4(C)[C@H]3CC[C@@]21C,C1COCCO1,447.0,620.0,,0.08,,,,,,723.00728,https://doi.org/10.1016/j.jphotochem.2014.02.013
15240,O=C1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,O=C1c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,475.0,626.0,5.8,0.11,,,,,,666.82196,https://doi.org/10.1016/j.cclet.2019.07.059
15241,N#Cc1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc2-3)cc1,N#Cc1ccc(-c2ccc3c(c2)C(=O)c2cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc2-3)cc1,464.0,668.0,4.9,0.1,,,,,,524.62156,https://doi.org/10.1016/j.cclet.2019.07.059
15242,CCOc1c(Nc2ccccc2-c2nc3ccccc3s2)c(=O)c1=O,CCOc1c(Nc2ccccc2-c2nc3ccccc3s2)c(=O)c1=O,,623.0,3.34,0.13,,,,,,350.39716,https://doi.org/10.1016/j.dyepig.2019.107926
15243,O=c1c(Cl)c(Nc2ccccc2-c2nc3ccccc3s2)c1=O,O=c1c(Cl)c(Nc2ccccc2-c2nc3ccccc3s2)c1=O,,564.0,2.92,0.35,,,,,,340.78946,https://doi.org/10.1016/j.dyepig.2019.107926
15244,O=C1C(Cl)=C(Nc2ccccc2-c2nc3ccccc3s2)C1(Cl)Cl,O=C1C(Cl)=C(Nc2ccccc2-c2nc3ccccc3s2)C1(Cl)Cl,,538.0,1.48,0.58,,,,,,395.69646,https://doi.org/10.1016/j.dyepig.2019.107926
15249,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(N4c5ccccc5C5(c6ccccc6-c6ccccc65)c5ccccc54)cc3)n2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,492.0,33.0,0.801,,,,,,638.7722,https://doi.org/10.1016/j.dyepig.2019.107864
15250,COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(N4c5ccccc5C5(c6ccccc6-c6ccccc65)c5ccccc54)cc3)n2)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,482.0,29.0,0.7,,,,,,698.82396,https://doi.org/10.1016/j.dyepig.2019.107864
15251,Cc1ccccc1-c1nc(-c2ccccc2C)nc(-c2ccc(N3c4ccccc4C4(c5ccccc5-c5ccccc54)c4ccccc43)cc2C)n1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,479.0,24.0,0.62,,,,,,680.85284,https://doi.org/10.1016/j.dyepig.2019.107864
15252,COc1ccc(-c2nc(-c3ccc(OC)cc3C)nc(-c3ccc(N4c5ccccc5C5(c6ccccc6-c6ccccc65)c5ccccc54)cc3C)n2)c(C)c1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1Oc1ccccc1P(=O)(c1ccccc1)c1ccccc1,,469.0,31.0,0.51,,,,,,740.9046,https://doi.org/10.1016/j.dyepig.2019.107864
15273,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,C1CCCCC1,305.0,348.0,,0.25,4.298853076,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15274,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,C1COCCO1,303.0,352.0,,0.25,4.408239965,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15275,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,ClC(Cl)(Cl)Cl,306.0,351.0,,0.02,4.501059262,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15276,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,Cc1ccccc1,306.0,349.0,,0.01,4.320146286,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15277,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CCOC(C)=O,301.0,350.0,,0.18,4.374748346,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15278,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CCO,297.0,345.0,,0.13,4.432969291,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15279,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CO,298.0,350.0,,0.05,4.5132176,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15280,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CC#N,298.0,351.0,,0.14,4.274157849,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15281,O=CN1N=C(c2ccc(Br)cc2)C[C@@H]1c1ccccc1,CS(C)=O,302.0,356.0,,0.11,4.547774705,,,,,329.19622,https://doi.org/10.1016/j.saa.2012.12.086
15282,CN(C)c1ccc(/C=C/c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,C1COCCO1,369.0,485.0,,0.48,,,,,,454.57544,https://doi.org/10.1016/j.saa.2011.06.011
15283,CN(C)c1ccc(/C=C/c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,C1CCOC1,375.0,536.0,,0.54,,,,,,454.57544,https://doi.org/10.1016/j.saa.2011.06.011
15284,CN(C)c1ccc(/C=C/c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,ClCCl,381.0,542.0,,0.62,,,,,,454.57544,https://doi.org/10.1016/j.saa.2011.06.011
15285,CN(C)c1ccc(/C=C/c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CC#N,379.0,602.0,,0.41,,,,,,454.57544,https://doi.org/10.1016/j.saa.2011.06.011
15286,CN(C)c1ccc(/C=C/c2ccc(-c3cc(-c4ccccn4)nc(-c4ccccn4)c3)cc2)cc1,CCO,379.0,592.0,,0.24,,,,,,454.57544,https://doi.org/10.1016/j.saa.2011.06.011
15287,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,C1COCCO1,382.0,466.0,,0.46,,,,,,578.7172,https://doi.org/10.1016/j.saa.2011.06.011
15288,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,C1CCOC1,382.0,502.0,,0.55,,,,,,578.7172,https://doi.org/10.1016/j.saa.2011.06.011
15289,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,ClCCl,383.0,519.0,,0.55,,,,,,578.7172,https://doi.org/10.1016/j.saa.2011.06.011
15290,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,CC#N,379.0,560.0,,0.53,,,,,,578.7172,https://doi.org/10.1016/j.saa.2011.06.011
15291,C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,CCO,379.0,556.0,,0.54,,,,,,578.7172,https://doi.org/10.1016/j.saa.2011.06.011
15295,CCCCCCOc1cc(N(CC)CC)ccc1/C=C/C(=C(C#N)C#N)c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClCCl,512.0,595.0,,0.178,4.903632516,3812.0,,95.0,71.7,594.80048,https://doi.org/10.1016/j.jphotochem.2018.12.035
15296,CCCCCCOc1cc(N(CC)CC)ccc1/C=C(\C#N)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,ClCCl,557.0,750.0,,0.027,4.818225894,7038.0,,193.0,115.3,727.9743,https://doi.org/10.1016/j.jphotochem.2018.12.035
15297,CCCCCCOc1cc(N(CC)CC)ccc1/C=C/C(=C(C#N)C#N)c1ccc2c(c1)c1ccccc1n2CC,ClCCl,504.0,583.0,,0.121,5.033423755,3191.0,,74.0,72.6,544.7406,https://doi.org/10.1016/j.jphotochem.2018.12.035
15298,CCCCCCOc1cc(N(CC)CC)ccc1/C=C(\C#N)c1ccc(/C=C/C(=C(C#N)C#N)c2ccc3c(c2)c2ccccc2n3CC)s1,ClCCl,570.0,742.0,,0.019,4.484299839,4756.0,,165.0,113.5,677.91442,https://doi.org/10.1016/j.jphotochem.2018.12.035
15299,COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4c(c(-c5ccccc5OC)n3[B-]2(F)F)C2CCC4CC2)C2=C1C1CCC2CC1,ClCCl,550.0,583.0,4.5,0.77,4.81,,,41.7,39.9,640.57966,https://doi.org/10.1016/j.tet.2011.03.016
15300,COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4c(c(-c5ccccc5OC)n3[B-]2(F)F)C2C=CC4CC2)C2=C1C1C=CC2CC1,ClCCl,556.0,587.0,5.1,0.87,4.79,,,42.1,39.9,636.5479,https://doi.org/10.1016/j.tet.2011.03.016
15301,F[B-]1(F)n2c(c3c(c2-c2ccccc2)C2C=CC3CC2)C(c2ccccc2)=C2C3=C(C(c4ccccc4)=[N+]21)C1C=CC3CC1,ClCCl,558.0,588.0,6.1,0.87,4.85,,,40.1,36.4,576.49614,https://doi.org/10.1016/j.tet.2011.03.016
15302,COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(-c4ccccc4OC)n3[B-]2(F)F)c2ccccc21,ClCCl,617.0,652.0,5.8,0.91,5.01,,,33.5,39.2,580.44038,https://doi.org/10.1016/j.tet.2011.03.016
15303,c1ccc(C2=C3C4=C(C5=[N+]3[B-]3(Oc6ccccc65)Oc5ccccc5-c5c6c(c2n53)C2CCC6CC2)C2CCC4CC2)cc1,ClCCl,626.0,645.0,9.6,0.99,4.8,,,31.2,34.3,572.51402,https://doi.org/10.1016/j.tet.2011.03.016
15304,F[B-]1(F)n2c(c3ccccc3c2-c2ccccc2)C(c2ccccc2)=C2c3ccccc3C(c3ccccc3)=[N+]21,ClCCl,631.0,664.0,5.2,0.93,5.01,,,39.0,37.5,520.38862,https://doi.org/10.1016/j.tet.2011.03.016
15305,c1ccc(C2=C3c4ccccc4C4=[N+]3[B-]3(Oc5ccccc54)Oc4ccccc4-c4c5ccccc5c2n43)cc1,ClCCl,711.0,733.0,7.0,0.58,4.96,,,30.4,36.4,512.37474,https://doi.org/10.1016/j.tet.2011.03.016
15306,COc1ccc(-c2cc(C)nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,Cc1ccccc1,341.0,378.0,1.21,0.34,,,,,,441.53262,https://doi.org/10.1016/j.dyepig.2015.03.008
15307,COc1ccc(-c2nc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,Cc1ccccc1,341.0,390.0,1.87,0.46,,,,,,441.53262,https://doi.org/10.1016/j.dyepig.2015.03.008
15308,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,Cc1ccccc1,341.0,386.0,1.15,0.24,,,,,,487.6045,https://doi.org/10.1016/j.dyepig.2015.03.008
15309,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-c3ccccc3)cc2)n1,Cc1ccccc1,341.0,392.0,2.27,0.52,,,,,,487.6045,https://doi.org/10.1016/j.dyepig.2015.03.008
15310,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,Cc1ccccc1,342.0,398.0,2.44,0.64,,,,,,576.70132,https://doi.org/10.1016/j.dyepig.2015.03.008
15311,Cc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,Cc1ccccc1,355.0,402.0,2.05,0.65,,,,,,576.70132,https://doi.org/10.1016/j.dyepig.2015.03.008
15312,CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,Cc1ccccc1,354.0,402.0,2.05,0.71,,,,,,666.82596,https://doi.org/10.1016/j.dyepig.2015.03.008
15313,CSc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,Cc1ccccc1,364.0,410.0,1.45,0.45,,,,,,608.76732,https://doi.org/10.1016/j.dyepig.2015.03.008
15314,CN(C)c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,Cc1ccccc1,353.0,498.0,7.85,0.07,,,,,,681.8409,https://doi.org/10.1016/j.dyepig.2015.03.008
15315,COc1ccc(-c2cc(C)nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,ClC(Cl)Cl,342.0,406.0,2.97,0.68,,,,,,441.53262,https://doi.org/10.1016/j.dyepig.2015.03.008
15316,COc1ccc(-c2nc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,ClC(Cl)Cl,341.0,421.0,3.91,0.65,,,,,,441.53262,https://doi.org/10.1016/j.dyepig.2015.03.008
15317,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,ClC(Cl)Cl,313.0,416.0,3.19,0.43,,,,,,487.6045,https://doi.org/10.1016/j.dyepig.2015.03.008
15318,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-c3ccccc3)cc2)n1,ClC(Cl)Cl,341.0,423.0,3.93,0.75,,,,,,487.6045,https://doi.org/10.1016/j.dyepig.2015.03.008
15319,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,ClC(Cl)Cl,342.0,426.0,4.11,0.61,,,,,,576.70132,https://doi.org/10.1016/j.dyepig.2015.03.008
15320,Cc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,ClC(Cl)Cl,343.0,438.0,3.86,0.61,,,,,,576.70132,https://doi.org/10.1016/j.dyepig.2015.03.008
15321,CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,ClC(Cl)Cl,344.0,435.0,3.57,0.58,,,,,,666.82596,https://doi.org/10.1016/j.dyepig.2015.03.008
15322,CSc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,ClC(Cl)Cl,364.0,446.0,3.24,0.69,,,,,,608.76732,https://doi.org/10.1016/j.dyepig.2015.03.008
15323,CN(C)c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,ClC(Cl)Cl,348.0,520.0,8.37,0.07,,,,,,681.8409,https://doi.org/10.1016/j.dyepig.2015.03.008
15324,COc1ccc(-c2cc(C)nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,C1CCOC1,339.0,402.0,2.56,0.47,,,,,,441.53262,https://doi.org/10.1016/j.dyepig.2015.03.008
15325,COc1ccc(-c2nc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,C1CCOC1,340.0,418.0,3.76,0.47,,,,,,441.53262,https://doi.org/10.1016/j.dyepig.2015.03.008
15326,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,C1CCOC1,341.0,418.0,3.36,0.22,,,,,,487.6045,https://doi.org/10.1016/j.dyepig.2015.03.008
15327,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-c3ccccc3)cc2)n1,C1CCOC1,341.0,422.0,4.02,0.62,,,,,,487.6045,https://doi.org/10.1016/j.dyepig.2015.03.008
15328,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,C1CCOC1,341.0,423.0,4.26,0.59,,,,,,576.70132,https://doi.org/10.1016/j.dyepig.2015.03.008
15329,Cc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,C1CCOC1,343.0,423.0,4.1,0.61,,,,,,576.70132,https://doi.org/10.1016/j.dyepig.2015.03.008
15330,CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,C1CCOC1,343.0,436.0,3.72,0.6,,,,,,666.82596,https://doi.org/10.1016/j.dyepig.2015.03.008
15331,CSc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,C1CCOC1,363.0,447.0,3.22,0.65,,,,,,608.76732,https://doi.org/10.1016/j.dyepig.2015.03.008
15332,CN(C)c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,C1CCOC1,345.0,576.0,9.18,0.035,,,,,,681.8409,https://doi.org/10.1016/j.dyepig.2015.03.008
15333,COc1ccc(-c2cc(C)nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CN(C)C=O,340.0,432.0,5.31,0.66,,,,,,441.53262,https://doi.org/10.1016/j.dyepig.2015.03.008
15334,COc1ccc(-c2nc(C)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CN(C)C=O,341.0,453.0,6.51,0.68,,,,,,441.53262,https://doi.org/10.1016/j.dyepig.2015.03.008
15335,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,CN(C)C=O,317.0,474.0,12.25,0.24,,,,,,487.6045,https://doi.org/10.1016/j.dyepig.2015.03.008
15336,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-c3ccccc3)cc2)n1,CN(C)C=O,341.0,458.0,6.66,0.59,,,,,,487.6045,https://doi.org/10.1016/j.dyepig.2015.03.008
15337,Cc1cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,CN(C)C=O,342.0,461.0,7.57,0.63,,,,,,576.70132,https://doi.org/10.1016/j.dyepig.2015.03.008
15338,Cc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,CN(C)C=O,343.0,479.0,6.95,0.73,,,,,,576.70132,https://doi.org/10.1016/j.dyepig.2015.03.008
15339,CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CN(C)C=O,344.0,482.0,7.1,0.74,,,,,,666.82596,https://doi.org/10.1016/j.dyepig.2015.03.008
15340,CSc1nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,CN(C)C=O,364.0,497.0,7.39,0.57,,,,,,608.76732,https://doi.org/10.1016/j.dyepig.2015.03.008
15341,CN(C)c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,CN(C)C=O,348.0,487.0,7.01,0.011,,,,,,681.8409,https://doi.org/10.1016/j.dyepig.2015.03.008
15342,C1=[N+]2N=C(c3ccccc3)O[B-]2(c2ccc([B-]34OC(c5ccccc5)=N[N+]3=Cc3c(ccc5ccccc35)O4)cc2)Oc2ccc3ccccc3c21,C1CCOC1,423.0,489.0,,0.002,4.672097858,,,69.1,68.7,674.33032,https://doi.org/10.1016/j.optmat.2019.01.009
15343,Oc1ccc(C2=N[N+]3=Cc4c(ccc5ccccc45)O[B-]3(c3ccc([B-]45OC(c6ccc(O)cc6)=N[N+]4=Cc4c(ccc6ccccc46)O5)cc3)O2)cc1,C1CCOC1,424.0,477.0,,0.01,4.602059991,,,70.7,64.0,706.32832,https://doi.org/10.1016/j.optmat.2019.01.009
15344,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-]1(c3ccc([B-]45OC(c6ccccc6)=N[N+]4=Cc4cc(C(C)(C)C)cc(C(C)(C)C)c4O5)cc3)OC(c3ccccc3)=N[N+]1=C2,C1CCOC1,455.0,516.0,,0.001,4.322219295,,,98.8,19.2,798.64064,https://doi.org/10.1016/j.optmat.2019.01.009
15373,CCN(CC)c1ccc2cc(-c3nc4ccccc4n3-c3ccccc3)c(=O)oc2c1,ClCCl,410.0,479.0,13.2,0.94,5.556302501,,,67.2,59.1,409.48762,https://doi.org/10.1016/j.dyepig.2019.107958
15374,CCN(CC)c1ccc2cc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccc(C(C)(C)C)cc3)c(=O)oc2c1,ClCCl,410.0,492.0,12.6,0.97,5.770852012,,,58.5,65.1,565.7149,https://doi.org/10.1016/j.dyepig.2019.107958
15375,CCN(CC)c1ccc2cc(-c3nc4c5cccc6ccc7cccc(c7c65)c4n3-c3ccc(C(C)(C)C)cc3)c(=O)oc2c1,ClCCl,410.0,519.0,11.4,0.98,5.462397998,,,79.7,66.3,589.7369,https://doi.org/10.1016/j.dyepig.2019.107958
15376,F[B-]1(F)Oc2ccccc2-c2n(-c3ccc(C(F)(F)F)cc3)c(-c3ccccc3)c(-c3ccccc3)[n+]21,C1CCOC1,327.0,390.0,,0.49,4.178976947,,,,,504.26492,https://doi.org/10.1016/j.jorganchem.2018.04.026
15377,F[B-]1(F)Oc2c(-c3cccc4c3O[B-](F)(F)[n+]3c(-c5ccccc5)c(-c5ccccc5)n(-c5ccc(C(F)(F)F)cc5)c3-4)cccc2-c2n(-c3ccc(C(F)(F)F)cc3)c(-c3ccccc3)c(-c3ccccc3)[n+]21,C1CCOC1,342.0,399.0,,0.68,4.595496222,,,,59.6,1006.51396,https://doi.org/10.1016/j.jorganchem.2018.04.026
15378,c1ccc(N2N=C(c3cccc4ccccc34)CC2c2ccc3ccc4cccc5ccc2c3c45)cc1,ClCCl,391.0,455.0,2.01,0.58,,,,,,472.58956,https://doi.org/10.1016/j.jlumin.2019.116547
15379,c1ccc(N2N=C(c3c4ccccc4cc4ccccc34)CC2c2ccc3ccc4cccc5ccc2c3c45)cc1,ClCCl,425.0,509.0,1.17,0.69,,,,,,522.64944,https://doi.org/10.1016/j.jlumin.2019.116547
